datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2023.10.25,00:00:00,23.59,Erhardt,2841,2786,5627,8.4,18.3,1.2,78,7.4,NA
2023.10.26,00:00:00,23.59,Erhardt,1919,1794,3713,8,14.3,17.2,88,0.1,NA
2023.10.27,00:00:00,23.59,Erhardt,1816,1811,3627,8.1,14.2,1.1,73,3.1,NA
2023.10.28,00:00:00,23.59,Erhardt,2019,1912,3931,9.1,16.5,0,79,8,NA
2023.10.29,00:00:00,23.59,Erhardt,2267,2134,4401,8,20.1,0,99,5.7,NA
2023.10.30,00:00:00,23.59,Erhardt,2189,2169,4358,6.7,16,10.4,94,3.6,NA
2023.10.31,00:00:00,23.59,Erhardt,1590,1577,3167,9,11.9,0.7,98,0.2,NA
2023.11.01,00:00:00,23.59,Arnulf,707,29,736,6.5,16.2,0,88,8.2,NA
2023.11.02,00:00:00,23.59,Arnulf,819,55,874,5.8,11.2,14.2,90,0.2,NA
2023.11.03,00:00:00,23.59,Arnulf,717,55,772,5.1,7.3,2.9,94,0,NA
2023.11.04,00:00:00,23.59,Arnulf,589,37,626,3.3,10.5,1.9,79,6.3,NA
2023.11.05,00:00:00,23.59,Arnulf,482,40,522,7.2,13.3,0.2,66,3,NA
2023.11.06,00:00:00,23.59,Arnulf,1354,88,1442,7.6,14.2,1.1,54,5.9,NA
2023.11.07,00:00:00,23.59,Arnulf,1307,72,1379,7,11.2,0.5,93,1.3,NA
2023.11.08,00:00:00,23.59,Arnulf,1462,87,1549,3.6,11.9,0,50,4.4,NA
2023.11.09,00:00:00,23.59,Arnulf,1385,84,1469,0.1,12.7,0,93,6,NA
2023.11.10,00:00:00,23.59,Arnulf,989,60,1049,4.3,9.6,0.7,86,2,NA
2023.11.11,00:00:00,23.59,Arnulf,517,31,548,3.4,8.8,1.9,80,2,NA
2023.11.12,00:00:00,23.59,Arnulf,431,24,455,0.6,7.3,18.6,88,1.5,NA
2023.11.13,00:00:00,23.59,Arnulf,725,45,770,4.8,15.3,15,95,0,NA
2023.11.14,00:00:00,23.59,Arnulf,727,42,769,7.7,14.2,15.5,98,0,NA
2023.11.15,00:00:00,23.59,Arnulf,1018,66,1084,6.4,10.2,2,73,0.9,NA
2023.11.16,00:00:00,23.59,Arnulf,1265,65,1330,4.9,9.4,31.2,88,1.9,NA
2023.11.17,00:00:00,23.59,Arnulf,681,44,725,2.8,7.4,1.5,98,0.1,NA
2023.11.18,00:00:00,23.59,Arnulf,648,32,680,3.8,8.5,21.8,95,2.7,NA
2023.11.19,00:00:00,23.59,Arnulf,453,33,486,4.1,14.4,0.4,81,2.5,NA
2023.11.20,00:00:00,23.59,Arnulf,1230,81,1311,6.6,12.1,1.5,73,3.8,NA
2023.11.21,00:00:00,23.59,Arnulf,1107,87,1194,6,9.2,4.2,98,0.9,NA
2023.11.22,00:00:00,23.59,Arnulf,1049,50,1099,1.4,6,0,99,0,NA
2023.11.23,00:00:00,23.59,Arnulf,1417,96,1513,1.2,6.7,0,54,5.8,NA
2023.11.24,00:00:00,23.59,Arnulf,542,46,588,0.1,6.8,11.4,93,0.1,NA
2023.11.25,00:00:00,23.59,Arnulf,300,18,318,-0.6,1.5,2.5,89,1.2,NA
2023.11.26,00:00:00,23.59,Arnulf,271,27,298,-0.4,2.4,0,94,0.7,NA
2023.11.27,00:00:00,23.59,Arnulf,908,65,973,0.8,4.9,9.5,94,2.6,NA
2023.11.28,00:00:00,23.59,Arnulf,605,50,655,-1.4,4.5,6.7,98,0,NA
2023.11.29,00:00:00,23.59,Arnulf,802,53,855,-2.2,3.3,0,78,3.8,NA
2023.11.30,00:00:00,23.59,Arnulf,626,41,667,-1.3,1.6,17.9,86,0,NA
2023.11.01,00:00:00,23.59,Olympia,863,794,1657,6.5,16.2,0,88,8.2,NA
2023.11.02,00:00:00,23.59,Olympia,693,729,1422,5.8,11.2,14.2,90,0.2,NA
2023.11.03,00:00:00,23.59,Olympia,527,549,1076,5.1,7.3,2.9,94,0,NA
2023.11.04,00:00:00,23.59,Olympia,584,584,1168,3.3,10.5,1.9,79,6.3,NA
2023.11.05,00:00:00,23.59,Olympia,493,479,972,7.2,13.3,0.2,66,3,NA
2023.11.06,00:00:00,23.59,Olympia,1170,1153,2323,7.6,14.2,1.1,54,5.9,NA
2023.11.07,00:00:00,23.59,Olympia,1142,1154,2296,7,11.2,0.5,93,1.3,NA
2023.11.08,00:00:00,23.59,Olympia,1131,1200,2331,3.6,11.9,0,50,4.4,NA
2023.11.09,00:00:00,23.59,Olympia,1038,1056,2094,0.1,12.7,0,93,6,NA
2023.11.10,00:00:00,23.59,Olympia,772,786,1558,4.3,9.6,0.7,86,2,NA
2023.11.11,00:00:00,23.59,Olympia,506,508,1014,3.4,8.8,1.9,80,2,NA
2023.11.12,00:00:00,23.59,Olympia,553,523,1076,0.6,7.3,18.6,88,1.5,NA
2023.11.13,00:00:00,23.59,Olympia,600,617,1217,4.8,15.3,15,95,0,NA
2023.11.14,00:00:00,23.59,Olympia,668,652,1320,7.7,14.2,15.5,98,0,NA
2023.11.15,00:00:00,23.59,Olympia,836,843,1679,6.4,10.2,2,73,0.9,NA
2023.11.16,00:00:00,23.59,Olympia,871,908,1779,4.9,9.4,31.2,88,1.9,NA
2023.11.17,00:00:00,23.59,Olympia,582,576,1158,2.8,7.4,1.5,98,0.1,NA
2023.11.18,00:00:00,23.59,Olympia,653,637,1290,3.8,8.5,21.8,95,2.7,NA
2023.11.19,00:00:00,23.59,Olympia,551,587,1138,4.1,14.4,0.4,81,2.5,NA
2023.11.20,00:00:00,23.59,Olympia,1106,1099,2205,6.6,12.1,1.5,73,3.8,NA
2023.11.21,00:00:00,23.59,Olympia,875,905,1780,6,9.2,4.2,98,0.9,NA
2023.11.22,00:00:00,23.59,Olympia,875,884,1759,1.4,6,0,99,0,NA
2023.11.23,00:00:00,23.59,Olympia,938,1021,1959,1.2,6.7,0,54,5.8,NA
2023.11.24,00:00:00,23.59,Olympia,437,459,896,0.1,6.8,11.4,93,0.1,NA
2023.11.25,00:00:00,23.59,Olympia,291,266,557,-0.6,1.5,2.5,89,1.2,NA
2023.11.26,00:00:00,23.59,Olympia,348,315,663,-0.4,2.4,0,94,0.7,NA
2023.11.27,00:00:00,23.59,Olympia,785,770,1555,0.8,4.9,9.5,94,2.6,NA
2023.11.28,00:00:00,23.59,Olympia,517,496,1013,-1.4,4.5,6.7,98,0,NA
2023.11.29,00:00:00,23.59,Olympia,580,579,1159,-2.2,3.3,0,78,3.8,NA
2023.11.30,00:00:00,23.59,Olympia,454,437,891,-1.3,1.6,17.9,86,0,NA
2023.11.01,00:00:00,23.59,Hirsch,420,415,835,6.5,16.2,0,88,8.2,NA
2023.11.02,00:00:00,23.59,Hirsch,525,559,1084,5.8,11.2,14.2,90,0.2,NA
2023.11.03,00:00:00,23.59,Hirsch,458,455,913,5.1,7.3,2.9,94,0,NA
2023.11.04,00:00:00,23.59,Hirsch,354,331,685,3.3,10.5,1.9,79,6.3,NA
2023.11.05,00:00:00,23.59,Hirsch,193,192,385,7.2,13.3,0.2,66,3,NA
2023.11.06,00:00:00,23.59,Hirsch,1030,1031,2061,7.6,14.2,1.1,54,5.9,NA
2023.11.07,00:00:00,23.59,Hirsch,996,1021,2017,7,11.2,0.5,93,1.3,NA
2023.11.08,00:00:00,23.59,Hirsch,1045,1078,2123,3.6,11.9,0,50,4.4,NA
2023.11.09,00:00:00,23.59,Hirsch,972,1021,1993,0.1,12.7,0,93,6,NA
2023.11.10,00:00:00,23.59,Hirsch,632,640,1272,4.3,9.6,0.7,86,2,NA
2023.11.11,00:00:00,23.59,Hirsch,255,254,509,3.4,8.8,1.9,80,2,NA
2023.11.12,00:00:00,23.59,Hirsch,227,230,457,0.6,7.3,18.6,88,1.5,NA
2023.11.13,00:00:00,23.59,Hirsch,508,539,1047,4.8,15.3,15,95,0,NA
2023.11.14,00:00:00,23.59,Hirsch,590,633,1223,7.7,14.2,15.5,98,0,NA
2023.11.15,00:00:00,23.59,Hirsch,778,808,1586,6.4,10.2,2,73,0.9,NA
2023.11.16,00:00:00,23.59,Hirsch,997,1084,2081,4.9,9.4,31.2,88,1.9,NA
2023.11.17,00:00:00,23.59,Hirsch,465,448,913,2.8,7.4,1.5,98,0.1,NA
2023.11.18,00:00:00,23.59,Hirsch,304,323,627,3.8,8.5,21.8,95,2.7,NA
2023.11.19,00:00:00,23.59,Hirsch,249,267,516,4.1,14.4,0.4,81,2.5,NA
2023.11.20,00:00:00,23.59,Hirsch,954,1023,1977,6.6,12.1,1.5,73,3.8,NA
2023.11.21,00:00:00,23.59,Hirsch,802,823,1625,6,9.2,4.2,98,0.9,NA
2023.11.22,00:00:00,23.59,Hirsch,732,753,1485,1.4,6,0,99,0,NA
2023.11.23,00:00:00,23.59,Hirsch,1007,1021,2028,1.2,6.7,0,54,5.8,NA
2023.11.24,00:00:00,23.59,Hirsch,352,382,734,0.1,6.8,11.4,93,0.1,NA
2023.11.25,00:00:00,23.59,Hirsch,122,119,241,-0.6,1.5,2.5,89,1.2,NA
2023.11.26,00:00:00,23.59,Hirsch,141,115,256,-0.4,2.4,0,94,0.7,NA
2023.11.27,00:00:00,23.59,Hirsch,610,632,1242,0.8,4.9,9.5,94,2.6,NA
2023.11.28,00:00:00,23.59,Hirsch,431,490,921,-1.4,4.5,6.7,98,0,NA
2023.11.29,00:00:00,23.59,Hirsch,493,450,943,-2.2,3.3,0,78,3.8,NA
2023.11.30,00:00:00,23.59,Hirsch,359,412,771,-1.3,1.6,17.9,86,0,NA
2023.11.01,00:00:00,23.59,Margareten,NA,NA,NA,6.5,16.2,0,88,8.2,Ausfall nach Beschädigung
2023.11.02,00:00:00,23.59,Margareten,NA,NA,NA,5.8,11.2,14.2,90,0.2,Ausfall nach Beschädigung
2023.11.03,00:00:00,23.59,Margareten,NA,NA,NA,5.1,7.3,2.9,94,0,Ausfall nach Beschädigung
2023.11.04,00:00:00,23.59,Margareten,NA,NA,NA,3.3,10.5,1.9,79,6.3,Ausfall nach Beschädigung
2023.11.05,00:00:00,23.59,Margareten,NA,NA,NA,7.2,13.3,0.2,66,3,Ausfall nach Beschädigung
2023.11.06,00:00:00,23.59,Margareten,NA,NA,NA,7.6,14.2,1.1,54,5.9,Ausfall nach Beschädigung
2023.11.07,00:00:00,23.59,Margareten,NA,NA,NA,7,11.2,0.5,93,1.3,Ausfall nach Beschädigung
2023.11.08,00:00:00,23.59,Margareten,NA,NA,NA,3.6,11.9,0,50,4.4,Ausfall nach Beschädigung
2023.11.09,00:00:00,23.59,Margareten,NA,NA,NA,0.1,12.7,0,93,6,Ausfall nach Beschädigung
2023.11.10,00:00:00,23.59,Margareten,NA,NA,NA,4.3,9.6,0.7,86,2,Ausfall nach Beschädigung
2023.11.11,00:00:00,23.59,Margareten,NA,NA,NA,3.4,8.8,1.9,80,2,Ausfall nach Beschädigung
2023.11.12,00:00:00,23.59,Margareten,NA,NA,NA,0.6,7.3,18.6,88,1.5,Ausfall nach Beschädigung
2023.11.13,00:00:00,23.59,Margareten,NA,NA,NA,4.8,15.3,15,95,0,Ausfall nach Beschädigung
2023.11.14,00:00:00,23.59,Margareten,NA,NA,NA,7.7,14.2,15.5,98,0,Ausfall nach Beschädigung
2023.11.15,00:00:00,23.59,Margareten,NA,NA,NA,6.4,10.2,2,73,0.9,Ausfall nach Beschädigung
2023.11.16,00:00:00,23.59,Margareten,NA,NA,NA,4.9,9.4,31.2,88,1.9,Ausfall nach Beschädigung
2023.11.17,00:00:00,23.59,Margareten,NA,NA,NA,2.8,7.4,1.5,98,0.1,Ausfall nach Beschädigung
2023.11.18,00:00:00,23.59,Margareten,NA,NA,NA,3.8,8.5,21.8,95,2.7,Ausfall nach Beschädigung
2023.11.19,00:00:00,23.59,Margareten,NA,NA,NA,4.1,14.4,0.4,81,2.5,Ausfall nach Beschädigung
2023.11.20,00:00:00,23.59,Margareten,NA,NA,NA,6.6,12.1,1.5,73,3.8,Ausfall nach Beschädigung
2023.11.21,00:00:00,23.59,Margareten,NA,NA,NA,6,9.2,4.2,98,0.9,Ausfall nach Beschädigung
2023.11.22,00:00:00,23.59,Margareten,NA,NA,NA,1.4,6,0,99,0,Ausfall nach Beschädigung
2023.11.23,00:00:00,23.59,Margareten,NA,NA,NA,1.2,6.7,0,54,5.8,Ausfall nach Beschädigung
2023.11.24,00:00:00,23.59,Margareten,NA,NA,NA,0.1,6.8,11.4,93,0.1,Ausfall nach Beschädigung
2023.11.25,00:00:00,23.59,Margareten,NA,NA,NA,-0.6,1.5,2.5,89,1.2,Ausfall nach Beschädigung
2023.11.26,00:00:00,23.59,Margareten,NA,NA,NA,-0.4,2.4,0,94,0.7,Ausfall nach Beschädigung
2023.11.27,00:00:00,23.59,Margareten,NA,NA,NA,0.8,4.9,9.5,94,2.6,Ausfall nach Beschädigung
2023.11.28,00:00:00,23.59,Margareten,NA,NA,NA,-1.4,4.5,6.7,98,0,Ausfall nach Beschädigung
2023.11.29,00:00:00,23.59,Margareten,NA,NA,NA,-2.2,3.3,0,78,3.8,Ausfall nach Beschädigung
2023.11.30,00:00:00,23.59,Margareten,NA,NA,NA,-1.3,1.6,17.9,86,0,Ausfall nach Beschädigung
2023.11.01,00:00:00,23.59,Erhardt,2046,1776,3822,6.5,16.2,0,88,8.2,NA
2023.11.02,00:00:00,23.59,Erhardt,1386,1410,2796,5.8,11.2,14.2,90,0.2,NA
2023.11.03,00:00:00,23.59,Erhardt,1188,1156,2344,5.1,7.3,2.9,94,0,NA
2023.11.04,00:00:00,23.59,Erhardt,1314,1230,2544,3.3,10.5,1.9,79,6.3,NA
2023.11.05,00:00:00,23.59,Erhardt,883,851,1734,7.2,13.3,0.2,66,3,NA
2023.11.06,00:00:00,23.59,Erhardt,2397,2317,4714,7.6,14.2,1.1,54,5.9,NA
2023.11.07,00:00:00,23.59,Erhardt,2324,2279,4603,7,11.2,0.5,93,1.3,NA
2023.11.08,00:00:00,23.59,Erhardt,2477,2484,4961,3.6,11.9,0,50,4.4,NA
2023.11.09,00:00:00,23.59,Erhardt,2452,2463,4915,0.1,12.7,0,93,6,NA
2023.11.10,00:00:00,23.59,Erhardt,1790,1849,3639,4.3,9.6,0.7,86,2,NA
2023.11.11,00:00:00,23.59,Erhardt,1163,1196,2359,3.4,8.8,1.9,80,2,NA
2023.11.12,00:00:00,23.59,Erhardt,883,957,1840,0.6,7.3,18.6,88,1.5,NA
2023.11.13,00:00:00,23.59,Erhardt,1236,1197,2433,4.8,15.3,15,95,0,NA
2023.11.14,00:00:00,23.59,Erhardt,1330,1326,2656,7.7,14.2,15.5,98,0,NA
2023.11.15,00:00:00,23.59,Erhardt,1726,1730,3456,6.4,10.2,2,73,0.9,NA
2023.11.16,00:00:00,23.59,Erhardt,2042,2028,4070,4.9,9.4,31.2,88,1.9,NA
2023.11.17,00:00:00,23.59,Erhardt,1223,1142,2365,2.8,7.4,1.5,98,0.1,NA
2023.11.18,00:00:00,23.59,Erhardt,1164,1123,2287,3.8,8.5,21.8,95,2.7,NA
2023.11.19,00:00:00,23.59,Erhardt,962,1025,1987,4.1,14.4,0.4,81,2.5,NA
2023.11.20,00:00:00,23.59,Erhardt,2175,2223,4398,6.6,12.1,1.5,73,3.8,NA
2023.11.21,00:00:00,23.59,Erhardt,1815,1773,3588,6,9.2,4.2,98,0.9,NA
2023.11.22,00:00:00,23.59,Erhardt,1806,1741,3547,1.4,6,0,99,0,NA
2023.11.23,00:00:00,23.59,Erhardt,2158,2101,4259,1.2,6.7,0,54,5.8,NA
2023.11.24,00:00:00,23.59,Erhardt,936,961,1897,0.1,6.8,11.4,93,0.1,NA
2023.11.25,00:00:00,23.59,Erhardt,576,554,1130,-0.6,1.5,2.5,89,1.2,NA
2023.11.26,00:00:00,23.59,Erhardt,555,574,1129,-0.4,2.4,0,94,0.7,NA
2023.11.27,00:00:00,23.59,Erhardt,1508,1555,3063,0.8,4.9,9.5,94,2.6,NA
2023.11.28,00:00:00,23.59,Erhardt,1062,1019,2081,-1.4,4.5,6.7,98,0,NA
2023.11.29,00:00:00,23.59,Erhardt,1336,1331,2667,-2.2,3.3,0,78,3.8,NA
2023.11.30,00:00:00,23.59,Erhardt,1030,1032,2062,-1.3,1.6,17.9,86,0,NA
2023.12.01,00:00,23.59,Arnulf,314,28,342,-0.7,1.2,37.1,98,0,NA
2023.12.02,00:00,23.59,Arnulf,49,42,91,-5.5,-0.7,6.8,99,0,NA
2023.12.03,00:00,23.59,Arnulf,17,34,51,-7.9,-1.1,0,0,5.5,NA
2023.12.04,00:00,23.59,Arnulf,104,32,136,-10.8,-2.3,0.9,95,0.2,NA
2023.12.05,00:00,23.59,Arnulf,107,43,150,-3,6.2,0.4,96,1,NA
2023.12.06,00:00,23.59,Arnulf,167,55,222,1.1,3.7,0,96,0,NA
2023.12.07,00:00,23.59,Arnulf,255,41,296,-2.9,5.3,0,33,8.1,NA
2023.12.08,00:00,23.59,Arnulf,258,50,308,-3.6,3.5,6.9,96,0,NA
2023.12.09,00:00,23.59,Arnulf,206,14,220,2.9,9,7.2,89,5.3,NA
2023.12.10,00:00,23.59,Arnulf,189,16,205,5.1,9.1,3.1,85,3.8,NA
2023.12.11,00:00,23.59,Arnulf,662,57,719,5.8,10.1,0.1,76,0,NA
2023.12.12,00:00,23.59,Arnulf,697,57,754,5.7,9,13.6,98,0,NA
2023.12.13,00:00,23.59,Arnulf,810,56,866,5.3,9.3,3.9,98,0.3,NA
2023.12.14,00:00,23.59,Arnulf,805,61,866,4,6.4,2.7,98,0,NA
2023.12.15,00:00,23.59,Arnulf,668,49,717,2.5,4.9,0.1,98,0,NA
2023.12.16,00:00,23.59,Arnulf,458,36,494,0.4,7.2,0,70,3.1,NA
2023.12.17,00:00,23.59,Arnulf,423,33,456,-1.6,8.9,0,63,8,NA
2023.12.18,00:00,23.59,Arnulf,973,52,1025,-0.6,12.6,0,4,7.9,NA
2023.12.19,00:00,23.59,Arnulf,1115,73,1188,-0.7,13.4,0.6,48,8.1,NA
2023.12.20,00:00,23.59,Arnulf,739,59,798,3.3,7.2,1.1,89,0,NA
2023.12.21,00:00,23.59,Arnulf,625,39,664,3.8,8.8,8,94,0,NA
2023.12.22,00:00,23.59,Arnulf,336,27,363,0.6,7.6,14.2,96,0.1,NA
2023.12.23,00:00,23.59,Arnulf,190,17,207,5.7,7.7,1.6,98,0,NA
2023.12.24,00:00,23.59,Arnulf,87,13,100,6.6,12.2,5.8,99,0,NA
2023.12.25,00:00,23.59,Arnulf,164,21,185,5.9,13,0,84,6.1,NA
2023.12.26,00:00,23.59,Arnulf,209,26,235,2.9,9.3,0,91,1.9,NA
2023.12.27,00:00,23.59,Arnulf,475,35,510,1.9,11.3,0,85,6.3,NA
2023.12.28,00:00,23.59,Arnulf,517,35,552,2.6,12,0,78,3.2,NA
2023.12.29,00:00,23.59,Arnulf,530,59,589,7.5,11.2,0,90,1.1,NA
2023.12.30,00:00,23.59,Arnulf,456,26,482,3.7,11.2,0,86,7.3,NA
2023.12.31,00:00,23.59,Arnulf,262,21,283,0.3,10.3,3.5,98,1,NA
2023.12.01,00:00,23.59,Olympia,274,226,500,-0.7,1.2,37.1,98,0,NA
2023.12.02,00:00,23.59,Olympia,27,26,53,-5.5,-0.7,6.8,99,0,NA
2023.12.03,00:00,23.59,Olympia,13,19,32,-7.9,-1.1,0,0,5.5,NA
2023.12.04,00:00,23.59,Olympia,19,32,51,-10.8,-2.3,0.9,95,0.2,NA
2023.12.05,00:00,23.59,Olympia,80,84,164,-3,6.2,0.4,96,1,NA
2023.12.06,00:00,23.59,Olympia,153,137,290,1.1,3.7,0,96,0,NA
2023.12.07,00:00,23.59,Olympia,175,160,335,-2.9,5.3,0,33,8.1,NA
2023.12.08,00:00,23.59,Olympia,169,181,350,-3.6,3.5,6.9,96,0,NA
2023.12.09,00:00,23.59,Olympia,166,143,309,2.9,9,7.2,89,5.3,NA
2023.12.10,00:00,23.59,Olympia,302,244,546,5.1,9.1,3.1,85,3.8,NA
2023.12.11,00:00,23.59,Olympia,622,549,1171,5.8,10.1,0.1,76,0,NA
2023.12.12,00:00,23.59,Olympia,572,569,1141,5.7,9,13.6,98,0,NA
2023.12.13,00:00,23.59,Olympia,648,659,1307,5.3,9.3,3.9,98,0.3,NA
2023.12.14,00:00,23.59,Olympia,594,602,1196,4,6.4,2.7,98,0,NA
2023.12.15,00:00,23.59,Olympia,564,516,1080,2.5,4.9,0.1,98,0,NA
2023.12.16,00:00,23.59,Olympia,454,393,847,0.4,7.2,0,70,3.1,NA
2023.12.17,00:00,23.59,Olympia,441,380,821,-1.6,8.9,0,63,8,NA
2023.12.18,00:00,23.59,Olympia,714,752,1466,-0.6,12.6,0,4,7.9,NA
2023.12.19,00:00,23.59,Olympia,810,800,1610,-0.7,13.4,0.6,48,8.1,NA
2023.12.20,00:00,23.59,Olympia,520,532,1052,3.3,7.2,1.1,89,0,NA
2023.12.21,00:00,23.59,Olympia,396,383,779,3.8,8.8,8,94,0,NA
2023.12.22,00:00,23.59,Olympia,182,190,372,0.6,7.6,14.2,96,0.1,NA
2023.12.23,00:00,23.59,Olympia,161,115,276,5.7,7.7,1.6,98,0,NA
2023.12.24,00:00,23.59,Olympia,68,55,123,6.6,12.2,5.8,99,0,NA
2023.12.25,00:00,23.59,Olympia,246,226,472,5.9,13,0,84,6.1,NA
2023.12.26,00:00,23.59,Olympia,262,220,482,2.9,9.3,0,91,1.9,NA
2023.12.27,00:00,23.59,Olympia,422,395,817,1.9,11.3,0,85,6.3,NA
2023.12.28,00:00,23.59,Olympia,418,406,824,2.6,12,0,78,3.2,NA
2023.12.29,00:00,23.59,Olympia,427,396,823,7.5,11.2,0,90,1.1,NA
2023.12.30,00:00,23.59,Olympia,434,465,899,3.7,11.2,0,86,7.3,NA
2023.12.31,00:00,23.59,Olympia,420,362,782,0.3,10.3,3.5,98,1,NA
2023.12.01,00:00,23.59,Hirsch,189,191,380,-0.7,1.2,37.1,98,0,NA
2023.12.02,00:00,23.59,Hirsch,3,11,14,-5.5,-0.7,6.8,99,0,NA
2023.12.03,00:00,23.59,Hirsch,14,8,22,-7.9,-1.1,0,0,5.5,NA
2023.12.04,00:00,23.59,Hirsch,64,52,116,-10.8,-2.3,0.9,95,0.2,NA
2023.12.05,00:00,23.59,Hirsch,44,47,91,-3,6.2,0.4,96,1,NA
2023.12.06,00:00,23.59,Hirsch,63,36,99,1.1,3.7,0,96,0,NA
2023.12.07,00:00,23.59,Hirsch,95,76,171,-2.9,5.3,0,33,8.1,NA
2023.12.08,00:00,23.59,Hirsch,96,115,211,-3.6,3.5,6.9,96,0,NA
2023.12.09,00:00,23.59,Hirsch,55,74,129,2.9,9,7.2,89,5.3,NA
2023.12.10,00:00,23.59,Hirsch,98,97,195,5.1,9.1,3.1,85,3.8,NA
2023.12.11,00:00,23.59,Hirsch,473,502,975,5.8,10.1,0.1,76,0,NA
2023.12.12,00:00,23.59,Hirsch,487,525,1012,5.7,9,13.6,98,0,NA
2023.12.13,00:00,23.59,Hirsch,544,573,1117,5.3,9.3,3.9,98,0.3,NA
2023.12.14,00:00,23.59,Hirsch,493,546,1039,4,6.4,2.7,98,0,NA
2023.12.15,00:00,23.59,Hirsch,433,476,909,2.5,4.9,0.1,98,0,NA
2023.12.16,00:00,23.59,Hirsch,249,226,475,0.4,7.2,0,70,3.1,NA
2023.12.17,00:00,23.59,Hirsch,219,196,415,-1.6,8.9,0,63,8,NA
2023.12.18,00:00,23.59,Hirsch,654,669,1323,-0.6,12.6,0,4,7.9,NA
2023.12.19,00:00,23.59,Hirsch,723,775,1498,-0.7,13.4,0.6,48,8.1,NA
2023.12.20,00:00,23.59,Hirsch,424,446,870,3.3,7.2,1.1,89,0,NA
2023.12.21,00:00,23.59,Hirsch,348,386,734,3.8,8.8,8,94,0,NA
2023.12.22,00:00,23.59,Hirsch,161,176,337,0.6,7.6,14.2,96,0.1,NA
2023.12.23,00:00,23.59,Hirsch,58,58,116,5.7,7.7,1.6,98,0,NA
2023.12.24,00:00,23.59,Hirsch,26,28,54,6.6,12.2,5.8,99,0,NA
2023.12.25,00:00,23.59,Hirsch,118,107,225,5.9,13,0,84,6.1,NA
2023.12.26,00:00,23.59,Hirsch,147,147,294,2.9,9.3,0,91,1.9,NA
2023.12.27,00:00,23.59,Hirsch,321,346,667,1.9,11.3,0,85,6.3,NA
2023.12.28,00:00,23.59,Hirsch,303,321,624,2.6,12,0,78,3.2,NA
2023.12.29,00:00,23.59,Hirsch,272,271,543,7.5,11.2,0,90,1.1,NA
2023.12.30,00:00,23.59,Hirsch,258,260,518,3.7,11.2,0,86,7.3,NA
2023.12.31,00:00,23.59,Hirsch,173,161,334,0.3,10.3,3.5,98,1,NA
2023.12.01,00:00,23.59,Margareten,NA,NA,NA,-0.7,1.2,37.1,98,0,Ausfall nach Beschädigung
2023.12.02,00:00,23.59,Margareten,NA,NA,NA,-5.5,-0.7,6.8,99,0,Ausfall nach Beschädigung
2023.12.03,00:00,23.59,Margareten,NA,NA,NA,-7.9,-1.1,0,0,5.5,Ausfall nach Beschädigung
2023.12.04,00:00,23.59,Margareten,NA,NA,NA,-10.8,-2.3,0.9,95,0.2,Ausfall nach Beschädigung
2023.12.05,00:00,23.59,Margareten,NA,NA,NA,-3,6.2,0.4,96,1,Ausfall nach Beschädigung
2023.12.06,00:00,23.59,Margareten,NA,NA,NA,1.1,3.7,0,96,0,Ausfall nach Beschädigung
2023.12.07,00:00,23.59,Margareten,NA,NA,NA,-2.9,5.3,0,33,8.1,Ausfall nach Beschädigung
2023.12.08,00:00,23.59,Margareten,NA,NA,NA,-3.6,3.5,6.9,96,0,Ausfall nach Beschädigung
2023.12.09,00:00,23.59,Margareten,NA,NA,NA,2.9,9,7.2,89,5.3,Ausfall nach Beschädigung
2023.12.10,00:00,23.59,Margareten,NA,NA,NA,5.1,9.1,3.1,85,3.8,Ausfall nach Beschädigung
2023.12.11,00:00,23.59,Margareten,NA,NA,NA,5.8,10.1,0.1,76,0,Ausfall nach Beschädigung
2023.12.12,00:00,23.59,Margareten,NA,NA,NA,5.7,9,13.6,98,0,Ausfall nach Beschädigung
2023.12.13,00:00,23.59,Margareten,NA,NA,NA,5.3,9.3,3.9,98,0.3,Ausfall nach Beschädigung
2023.12.14,00:00,23.59,Margareten,NA,NA,NA,4,6.4,2.7,98,0,Ausfall nach Beschädigung
2023.12.15,00:00,23.59,Margareten,NA,NA,NA,2.5,4.9,0.1,98,0,Ausfall nach Beschädigung
2023.12.16,00:00,23.59,Margareten,NA,NA,NA,0.4,7.2,0,70,3.1,Ausfall nach Beschädigung
2023.12.17,00:00,23.59,Margareten,NA,NA,NA,-1.6,8.9,0,63,8,Ausfall nach Beschädigung
2023.12.18,00:00,23.59,Margareten,NA,NA,NA,-0.6,12.6,0,4,7.9,Ausfall nach Beschädigung
2023.12.19,00:00,23.59,Margareten,NA,NA,NA,-0.7,13.4,0.6,48,8.1,Ausfall nach Beschädigung
2023.12.20,00:00,23.59,Margareten,NA,NA,NA,3.3,7.2,1.1,89,0,Ausfall nach Beschädigung
2023.12.21,00:00,23.59,Margareten,NA,NA,NA,3.8,8.8,8,94,0,Ausfall nach Beschädigung
2023.12.22,00:00,23.59,Margareten,NA,NA,NA,0.6,7.6,14.2,96,0.1,Ausfall nach Beschädigung
2023.12.23,00:00,23.59,Margareten,NA,NA,NA,5.7,7.7,1.6,98,0,Ausfall nach Beschädigung
2023.12.24,00:00,23.59,Margareten,NA,NA,NA,6.6,12.2,5.8,99,0,Ausfall nach Beschädigung
