datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2023.07.02,00:00:00,23.59,Hirsch,503,475,978,13.5,23.7,2.8,75,5.8,NA
2023.07.03,00:00:00,23.59,Hirsch,1612,1669,3281,15.1,24.4,0.4,74,5.3,NA
2023.07.04,00:00:00,23.59,Hirsch,1683,1690,3373,15.3,25.6,0,83,8.2,NA
2023.07.05,00:00:00,23.59,Hirsch,1325,1390,2715,14,23.4,2,65,6.1,NA
2023.07.06,00:00:00,23.59,Hirsch,1654,1674,3328,12.4,25.2,0,63,11.6,NA
2023.07.07,00:00:00,23.59,Hirsch,1309,1381,2690,13.5,29.1,0,6,15.3,NA
2023.07.08,00:00:00,23.59,Hirsch,798,765,1563,15.6,30.3,0,75,10.3,NA
2023.07.09,00:00:00,23.59,Hirsch,656,617,1273,17.8,33.5,0,38,14.1,NA
2023.07.10,00:00:00,23.59,Hirsch,1504,1482,2986,19.5,31.7,0.6,53,8.9,NA
2023.07.11,00:00:00,23.59,Hirsch,1513,1632,3145,18,35.5,8,21,14.1,NA
2023.07.12,00:00:00,23.59,Hirsch,1199,1265,2464,18.2,28.7,16.6,89,4.3,NA
2023.07.13,00:00:00,23.59,Hirsch,1326,1334,2660,16.6,23.9,0,78,5.6,NA
2023.07.14,00:00:00,23.59,Hirsch,1302,1402,2704,15.8,27.9,0,71,13.4,NA
2023.07.15,00:00:00,23.59,Hirsch,542,539,1081,19,35.9,2.6,18,14.4,NA
2023.07.16,00:00:00,23.59,Hirsch,744,687,1431,18.8,26.1,8.2,79,5,NA
2023.07.17,00:00:00,23.59,Hirsch,1245,1282,2527,18,28.1,0,69,8.4,NA
2023.07.18,00:00:00,23.59,Hirsch,1668,1711,3379,16.4,28.6,0.3,56,9.1,NA
2023.07.19,00:00:00,23.59,Hirsch,1603,1686,3289,19.1,29.6,0,41,12,NA
2023.07.20,00:00:00,23.59,Hirsch,1638,1686,3324,16.6,25.5,0,90,8,NA
2023.07.21,00:00:00,23.59,Hirsch,952,1008,1960,14.6,24.4,10.2,95,2.9,NA
2023.07.22,00:00:00,23.59,Hirsch,766,830,1596,13.2,25.4,0,41,11.4,NA
2023.07.23,00:00:00,23.59,Hirsch,732,702,1434,16.5,29.3,1.4,60,10.2,NA
2023.07.24,00:00:00,23.59,Hirsch,1081,1130,2211,17.1,26.5,3.6,96,4.1,NA
2023.07.25,00:00:00,23.59,Hirsch,853,926,1779,12.1,21,12.9,94,2,NA
2023.07.26,00:00:00,23.59,Hirsch,743,758,1501,11,17.6,4.7,86,2.8,NA
2023.07.27,00:00:00,23.59,Hirsch,1287,1388,2675,10.4,22.1,0,89,3.6,NA
2023.07.28,00:00:00,23.59,Hirsch,992,1044,2036,14.6,25,2.9,75,3.8,NA
2023.07.29,00:00:00,23.59,Hirsch,317,330,647,15.7,25.5,11.7,85,3.4,NA
2023.07.30,00:00:00,23.59,Hirsch,602,617,1219,16.4,24.2,2,79,8.9,NA
2023.07.31,00:00:00,23.59,Hirsch,1366,1422,2788,15.5,24.8,2.4,94,6.5,NA
2023.07.01,00:00:00,23.59,Margareten,1942,1921,3863,14.4,23.7,2.2,91,3.8,NA
2023.07.02,00:00:00,23.59,Margareten,1402,1305,2707,13.5,23.7,2.8,75,5.8,NA
2023.07.03,00:00:00,23.59,Margareten,3197,3132,6329,15.1,24.4,0.4,74,5.3,NA
2023.07.04,00:00:00,23.59,Margareten,3264,3295,6559,15.3,25.6,0,83,8.2,NA
2023.07.05,00:00:00,23.59,Margareten,2787,2816,5603,14,23.4,2,65,6.1,NA
2023.07.06,00:00:00,23.59,Margareten,3425,3376,6801,12.4,25.2,0,63,11.6,NA
2023.07.07,00:00:00,23.59,Margareten,3186,3135,6321,13.5,29.1,0,6,15.3,NA
2023.07.08,00:00:00,23.59,Margareten,2268,2308,4576,15.6,30.3,0,75,10.3,NA
2023.07.09,00:00:00,23.59,Margareten,1944,1924,3868,17.8,33.5,0,38,14.1,NA
2023.07.10,00:00:00,23.59,Margareten,3124,3059,6183,19.5,31.7,0.6,53,8.9,NA
2023.07.11,00:00:00,23.59,Margareten,3476,3436,6912,18,35.5,8,21,14.1,NA
2023.07.12,00:00:00,23.59,Margareten,2552,2632,5184,18.2,28.7,16.6,89,4.3,NA
2023.07.13,00:00:00,23.59,Margareten,2951,2878,5829,16.6,23.9,0,78,5.6,NA
2023.07.14,00:00:00,23.59,Margareten,3224,3316,6540,15.8,27.9,0,71,13.4,NA
2023.07.15,00:00:00,23.59,Margareten,2125,2274,4399,19,35.9,2.6,18,14.4,NA
2023.07.16,00:00:00,23.59,Margareten,1805,1688,3493,18.8,26.1,8.2,79,5,NA
2023.07.17,00:00:00,23.59,Margareten,2991,2927,5918,18,28.1,0,69,8.4,NA
2023.07.18,00:00:00,23.59,Margareten,3367,3338,6705,16.4,28.6,0.3,56,9.1,NA
2023.07.19,00:00:00,23.59,Margareten,3553,3482,7035,19.1,29.6,0,41,12,NA
2023.07.20,00:00:00,23.59,Margareten,3435,3356,6791,16.6,25.5,0,90,8,NA
2023.07.21,00:00:00,23.59,Margareten,2593,2525,5118,14.6,24.4,10.2,95,2.9,NA
2023.07.22,00:00:00,23.59,Margareten,2370,2364,4734,13.2,25.4,0,41,11.4,NA
2023.07.23,00:00:00,23.59,Margareten,2200,2064,4264,16.5,29.3,1.4,60,10.2,NA
2023.07.24,00:00:00,23.59,Margareten,2508,2602,5110,17.1,26.5,3.6,96,4.1,NA
2023.07.25,00:00:00,23.59,Margareten,2277,2215,4492,12.1,21,12.9,94,2,NA
2023.07.26,00:00:00,23.59,Margareten,1990,2015,4005,11,17.6,4.7,86,2.8,NA
2023.07.27,00:00:00,23.59,Margareten,2930,2850,5780,10.4,22.1,0,89,3.6,NA
2023.07.28,00:00:00,23.59,Margareten,2609,2577,5186,14.6,25,2.9,75,3.8,NA
2023.07.29,00:00:00,23.59,Margareten,1396,1420,2816,15.7,25.5,11.7,85,3.4,NA
2023.07.30,00:00:00,23.59,Margareten,1469,1454,2923,16.4,24.2,2,79,8.9,NA
2023.07.31,00:00:00,23.59,Margareten,2769,2661,5430,15.5,24.8,2.4,94,6.5,NA
2023.07.01,00:00:00,23.59,Erhardt,3092,3003,6095,14.4,23.7,2.2,91,3.8,NA
2023.07.02,00:00:00,23.59,Erhardt,2640,2372,5012,13.5,23.7,2.8,75,5.8,NA
2023.07.03,00:00:00,23.59,Erhardt,4494,4255,8749,15.1,24.4,0.4,74,5.3,NA
2023.07.04,00:00:00,23.59,Erhardt,5050,4701,9751,15.3,25.6,0,83,8.2,NA
2023.07.05,00:00:00,23.59,Erhardt,4175,3920,8095,14,23.4,2,65,6.1,NA
2023.07.06,00:00:00,23.59,Erhardt,5364,5118,10482,12.4,25.2,0,63,11.6,NA
2023.07.07,00:00:00,23.59,Erhardt,5248,4863,10111,13.5,29.1,0,6,15.3,NA
2023.07.08,00:00:00,23.59,Erhardt,4660,4202,8862,15.6,30.3,0,75,10.3,NA
2023.07.09,00:00:00,23.59,Erhardt,4718,4149,8867,17.8,33.5,0,38,14.1,NA
2023.07.10,00:00:00,23.59,Erhardt,4590,4279,8869,19.5,31.7,0.6,53,8.9,NA
2023.07.11,00:00:00,23.59,Erhardt,5827,5309,11136,18,35.5,8,21,14.1,NA
2023.07.12,00:00:00,23.59,Erhardt,3580,3415,6995,18.2,28.7,16.6,89,4.3,NA
2023.07.13,00:00:00,23.59,Erhardt,4095,4053,8148,16.6,23.9,0,78,5.6,NA
2023.07.14,00:00:00,23.59,Erhardt,5254,4818,10072,15.8,27.9,0,71,13.4,NA
2023.07.15,00:00:00,23.59,Erhardt,4375,4269,8644,19,35.9,2.6,18,14.4,NA
2023.07.16,00:00:00,23.59,Erhardt,4053,3759,7812,18.8,26.1,8.2,79,5,NA
2023.07.17,00:00:00,23.59,Erhardt,4369,4044,8413,18,28.1,0,69,8.4,NA
2023.07.18,00:00:00,23.59,Erhardt,5219,4910,10129,16.4,28.6,0.3,56,9.1,NA
2023.07.19,00:00:00,23.59,Erhardt,5755,5472,11227,19.1,29.6,0,41,12,NA
2023.07.20,00:00:00,23.59,Erhardt,5299,5251,10550,16.6,25.5,0,90,8,NA
2023.07.21,00:00:00,23.59,Erhardt,3378,3179,6557,14.6,24.4,10.2,95,2.9,NA
2023.07.22,00:00:00,23.59,Erhardt,4513,3967,8480,13.2,25.4,0,41,11.4,NA
2023.07.23,00:00:00,23.59,Erhardt,4407,3985,8392,16.5,29.3,1.4,60,10.2,NA
2023.07.24,00:00:00,23.59,Erhardt,3237,3049,6286,17.1,26.5,3.6,96,4.1,NA
2023.07.25,00:00:00,23.59,Erhardt,2688,2604,5292,12.1,21,12.9,94,2,NA
2023.07.26,00:00:00,23.59,Erhardt,2551,2384,4935,11,17.6,4.7,86,2.8,NA
2023.07.27,00:00:00,23.59,Erhardt,3908,3834,7742,10.4,22.1,0,89,3.6,NA
2023.07.28,00:00:00,23.59,Erhardt,3435,3388,6823,14.6,25,2.9,75,3.8,NA
2023.07.29,00:00:00,23.59,Erhardt,1780,1675,3455,15.7,25.5,11.7,85,3.4,NA
2023.07.30,00:00:00,23.59,Erhardt,2912,2705,5617,16.4,24.2,2,79,8.9,NA
2023.07.31,00:00:00,23.59,Erhardt,4178,3880,8058,15.5,24.8,2.4,94,6.5,NA
2023.08.01,00:00:00,23.59,Arnulf,1187,97,1284,15.5,20.6,1.6,89,2.5,NA
2023.08.02,00:00:00,23.59,Arnulf,1674,111,1785,12.9,26.7,6.7,81,5.8,NA
2023.08.03,00:00:00,23.59,Arnulf,2139,118,2257,15.5,24.9,2.5,65,10,NA
2023.08.04,00:00:00,23.59,Arnulf,1351,91,1442,14.2,21.2,0.4,98,1.5,NA
2023.08.05,00:00:00,23.59,Arnulf,749,61,810,14.2,18.7,11.5,99,0,NA
2023.08.06,00:00:00,23.59,Arnulf,575,62,637,12,16.6,14,99,1.7,NA
2023.08.07,00:00:00,23.59,Arnulf,1119,70,1189,10,18.7,0,98,2,NA
2023.08.08,00:00:00,23.59,Arnulf,1860,100,1960,11.1,22.1,0.7,85,10,NA
2023.08.09,00:00:00,23.59,Arnulf,1128,95,1223,14.2,20.7,5.9,99,0.9,NA
2023.08.10,00:00:00,23.59,Arnulf,2032,112,2144,13,23.5,0,40,13.4,NA
2023.08.11,00:00:00,23.59,Arnulf,1675,98,1773,12,28.9,0,18,13.7,NA
2023.08.12,00:00:00,23.59,Arnulf,1624,106,1730,14.7,30.8,0,69,9.1,NA
2023.08.13,00:00:00,23.59,Arnulf,1329,101,1430,18.1,30.5,5.7,88,10.4,NA
2023.08.14,00:00:00,23.59,Arnulf,1858,127,1985,17.4,31.7,0,63,11.3,NA
2023.08.15,00:00:00,23.59,Arnulf,1135,72,1207,18.8,31.4,2.6,60,8.2,NA
2023.08.16,00:00:00,23.59,Arnulf,2191,142,2333,16.6,30,0,13,13.2,NA
2023.08.17,00:00:00,23.59,Arnulf,2087,124,2211,17.3,30.7,3.8,49,10,NA
2023.08.18,00:00:00,23.59,Arnulf,2004,142,2146,15.9,30.2,0,49,12.7,NA
2023.08.19,00:00:00,23.59,Arnulf,1474,104,1578,15.7,32.9,0,14,13.1,NA
2023.08.20,00:00:00,23.59,Arnulf,1251,108,1359,18.2,33.4,0,19,12.7,NA
2023.08.21,00:00:00,23.59,Arnulf,1809,136,1945,18,33.6,0,8,13.2,NA
2023.08.22,00:00:00,23.59,Arnulf,1953,109,2062,19.9,33.8,0,15,12.7,NA
2023.08.23,00:00:00,23.59,Arnulf,1916,103,2019,21.1,31.5,0,53,10.2,NA
2023.08.24,00:00:00,23.59,Arnulf,1850,124,1974,18.8,34.5,2.7,51,11,NA
2023.08.25,00:00:00,23.59,Arnulf,1244,84,1328,20.1,29.1,12.4,94,4.7,NA
2023.08.26,00:00:00,23.59,Arnulf,863,44,907,14.9,26.1,21.4,93,3.2,NA
2023.08.27,00:00:00,23.59,Arnulf,295,38,333,14.2,17.3,31.2,95,0,NA
2023.08.28,00:00:00,23.59,Arnulf,432,51,483,11.4,15.8,41.6,96,0,NA
2023.08.29,00:00:00,23.59,Arnulf,513,34,547,10,13.7,30.5,93,0,NA
2023.08.30,00:00:00,23.59,Arnulf,1245,84,1329,11.7,19,0.9,94,3.7,NA
2023.08.31,00:00:00,23.59,Arnulf,1394,88,1482,12.3,18.8,2.6,93,1.9,NA
2023.08.01,00:00:00,23.59,Olympia,991,971,1962,15.5,20.6,1.6,89,2.5,NA
2023.08.02,00:00:00,23.59,Olympia,1457,1464,2921,12.9,26.7,6.7,81,5.8,NA
2023.08.03,00:00:00,23.59,Olympia,1927,1863,3790,15.5,24.9,2.5,65,10,NA
2023.08.04,00:00:00,23.59,Olympia,1711,1337,3048,14.2,21.2,0.4,98,1.5,NA
2023.08.05,00:00:00,23.59,Olympia,589,583,1172,14.2,18.7,11.5,99,0,NA
2023.08.06,00:00:00,23.59,Olympia,582,511,1093,12,16.6,14,99,1.7,NA
2023.08.07,00:00:00,23.59,Olympia,957,878,1835,10,18.7,0,98,2,NA
2023.08.08,00:00:00,23.59,Olympia,1787,1754,3541,11.1,22.1,0.7,85,10,NA
2023.08.09,00:00:00,23.59,Olympia,901,863,1764,14.2,20.7,5.9,99,0.9,NA
2023.08.10,00:00:00,23.59,Olympia,2421,2375,4796,13,23.5,0,40,13.4,NA
2023.08.11,00:00:00,23.59,Olympia,2234,2203,4437,12,28.9,0,18,13.7,NA
2023.08.12,00:00:00,23.59,Olympia,1629,1528,3157,14.7,30.8,0,69,9.1,NA
2023.08.13,00:00:00,23.59,Olympia,1522,1527,3049,18.1,30.5,5.7,88,10.4,NA
2023.08.14,00:00:00,23.59,Olympia,1475,1420,2895,17.4,31.7,0,63,11.3,NA
2023.08.15,00:00:00,23.59,Olympia,1073,1034,2107,18.8,31.4,2.6,60,8.2,NA
2023.08.16,00:00:00,23.59,Olympia,1648,1650,3298,16.6,30,0,13,13.2,NA
2023.08.17,00:00:00,23.59,Olympia,1469,1429,2898,17.3,30.7,3.8,49,10,NA
2023.08.18,00:00:00,23.59,Olympia,2237,1982,4219,15.9,30.2,0,49,12.7,NA
2023.08.19,00:00:00,23.59,Olympia,1384,1323,2707,15.7,32.9,0,14,13.1,NA
2023.08.20,00:00:00,23.59,Olympia,1478,1406,2884,18.2,33.4,0,19,12.7,NA
2023.08.21,00:00:00,23.59,Olympia,1292,1289,2581,18,33.6,0,8,13.2,NA
2023.08.22,00:00:00,23.59,Olympia,1463,1446,2909,19.9,33.8,0,15,12.7,NA
2023.08.23,00:00:00,23.59,Olympia,1448,1468,2916,21.1,31.5,0,53,10.2,NA
2023.08.24,00:00:00,23.59,Olympia,1371,1373,2744,18.8,34.5,2.7,51,11,NA
2023.08.25,00:00:00,23.59,Olympia,912,909,1821,20.1,29.1,12.4,94,4.7,NA
2023.08.26,00:00:00,23.59,Olympia,806,788,1594,14.9,26.1,21.4,93,3.2,NA
2023.08.27,00:00:00,23.59,Olympia,207,199,406,14.2,17.3,31.2,95,0,NA
2023.08.28,00:00:00,23.59,Olympia,280,282,562,11.4,15.8,41.6,96,0,NA
2023.08.29,00:00:00,23.59,Olympia,289,316,605,10,13.7,30.5,93,0,NA
2023.08.30,00:00:00,23.59,Olympia,896,884,1780,11.7,19,0.9,94,3.7,NA
2023.08.31,00:00:00,23.59,Olympia,1113,1070,2183,12.3,18.8,2.6,93,1.9,NA
2023.08.01,00:00:00,23.59,Hirsch,730,720,1450,15.5,20.6,1.6,89,2.5,NA
2023.08.02,00:00:00,23.59,Hirsch,1061,1113,2174,12.9,26.7,6.7,81,5.8,NA
2023.08.03,00:00:00,23.59,Hirsch,1311,1321,2632,15.5,24.9,2.5,65,10,NA
2023.08.04,00:00:00,23.59,Hirsch,709,731,1440,14.2,21.2,0.4,98,1.5,NA
2023.08.05,00:00:00,23.59,Hirsch,286,251,537,14.2,18.7,11.5,99,0,NA
2023.08.06,00:00:00,23.59,Hirsch,171,191,362,12,16.6,14,99,1.7,NA
2023.08.07,00:00:00,23.59,Hirsch,674,710,1384,10,18.7,0,98,2,NA
2023.08.08,00:00:00,23.59,Hirsch,1224,1297,2521,11.1,22.1,0.7,85,10,NA
2023.08.09,00:00:00,23.59,Hirsch,646,669,1315,14.2,20.7,5.9,99,0.9,NA
2023.08.10,00:00:00,23.59,Hirsch,1241,1329,2570,13,23.5,0,40,13.4,NA
2023.08.11,00:00:00,23.59,Hirsch,957,1045,2002,12,28.9,0,18,13.7,NA
2023.08.12,00:00:00,23.59,Hirsch,618,672,1290,14.7,30.8,0,69,9.1,NA
2023.08.13,00:00:00,23.59,Hirsch,488,541,1029,18.1,30.5,5.7,88,10.4,NA
2023.08.14,00:00:00,23.59,Hirsch,930,952,1882,17.4,31.7,0,63,11.3,NA
2023.08.15,00:00:00,23.59,Hirsch,508,471,979,18.8,31.4,2.6,60,8.2,NA
2023.08.16,00:00:00,23.59,Hirsch,1326,1353,2679,16.6,30,0,13,13.2,NA
2023.08.17,00:00:00,23.59,Hirsch,1187,1231,2418,17.3,30.7,3.8,49,10,NA
2023.08.18,00:00:00,23.59,Hirsch,1005,1040,2045,15.9,30.2,0,49,12.7,NA
2023.08.19,00:00:00,23.59,Hirsch,526,537,1063,15.7,32.9,0,14,13.1,NA
2023.08.20,00:00:00,23.59,Hirsch,582,507,1089,18.2,33.4,0,19,12.7,NA
2023.08.21,00:00:00,23.59,Hirsch,1069,1081,2150,18,33.6,0,8,13.2,NA
2023.08.22,00:00:00,23.59,Hirsch,1160,1173,2333,19.9,33.8,0,15,12.7,NA
2023.08.23,00:00:00,23.59,Hirsch,1097,1125,2222,21.1,31.5,0,53,10.2,NA
2023.08.24,00:00:00,23.59,Hirsch,1026,1071,2097,18.8,34.5,2.7,51,11,NA
2023.08.25,00:00:00,23.59,Hirsch,696,693,1389,20.1,29.1,12.4,94,4.7,NA
2023.08.26,00:00:00,23.59,Hirsch,351,358,709,14.9,26.1,21.4,93,3.2,NA
2023.08.27,00:00:00,23.59,Hirsch,84,79,163,14.2,17.3,31.2,95,0,NA
2023.08.28,00:00:00,23.59,Hirsch,243,254,497,11.4,15.8,41.6,96,0,NA
2023.08.29,00:00:00,23.59,Hirsch,317,324,641,10,13.7,30.5,93,0,NA
2023.08.30,00:00:00,23.59,Hirsch,759,821,1580,11.7,19,0.9,94,3.7,NA
2023.08.31,00:00:00,23.59,Hirsch,865,873,1738,12.3,18.8,2.6,93,1.9,NA
2023.08.01,00:00:00,23.59,Margareten,1607,1582,3189,15.5,20.6,1.6,89,2.5,NA
2023.08.02,00:00:00,23.59,Margareten,2236,2214,4450,12.9,26.7,6.7,81,5.8,NA
2023.08.03,00:00:00,23.59,Margareten,2519,2437,4956,15.5,24.9,2.5,65,10,NA
2023.08.04,00:00:00,23.59,Margareten,1782,1755,3537,14.2,21.2,0.4,98,1.5,NA
2023.08.05,00:00:00,23.59,Margareten,964,956,1920,14.2,18.7,11.5,99,0,NA
2023.08.06,00:00:00,23.59,Margareten,631,642,1273,12,16.6,14,99,1.7,NA
2023.08.07,00:00:00,23.59,Margareten,1648,1590,3238,10,18.7,0,98,2,NA
2023.08.08,00:00:00,23.59,Margareten,2331,2363,4694,11.1,22.1,0.7,85,10,NA
2023.08.09,00:00:00,23.59,Margareten,1435,1385,2820,14.2,20.7,5.9,99,0.9,NA
2023.08.10,00:00:00,23.59,Margareten,2511,2473,4984,13,23.5,0,40,13.4,NA
2023.08.11,00:00:00,23.59,Margareten,2337,2343,4680,12,28.9,0,18,13.7,NA
2023.08.12,00:00:00,23.59,Margareten,1616,1734,3350,14.7,30.8,0,69,9.1,NA
2023.08.13,00:00:00,23.59,Margareten,1377,1371,2748,18.1,30.5,5.7,88,10.4,NA
2023.08.14,00:00:00,23.59,Margareten,2077,2003,4080,17.4,31.7,0,63,11.3,NA
2023.08.15,00:00:00,23.59,Margareten,1292,1206,2498,18.8,31.4,2.6,60,8.2,NA
2023.08.16,00:00:00,23.59,Margareten,2364,2375,4739,16.6,30,0,13,13.2,NA
2023.08.17,00:00:00,23.59,Margareten,2233,2146,4379,17.3,30.7,3.8,49,10,NA
2023.08.18,00:00:00,23.59,Margareten,2125,2159,4284,15.9,30.2,0,49,12.7,NA
2023.08.19,00:00:00,23.59,Margareten,1731,1814,3545,15.7,32.9,0,14,13.1,NA
2023.08.20,00:00:00,23.59,Margareten,1554,1436,2990,18.2,33.4,0,19,12.7,NA
2023.08.21,00:00:00,23.59,Margareten,2249,2198,4447,18,33.6,0,8,13.2,NA
2023.08.22,00:00:00,23.59,Margareten,2320,2382,4702,19.9,33.8,0,15,12.7,NA
2023.08.23,00:00:00,23.59,Margareten,2307,2281,4588,21.1,31.5,0,53,10.2,NA
2023.08.24,00:00:00,23.59,Margareten,2276,2261,4537,18.8,34.5,2.7,51,11,NA
2023.08.25,00:00:00,23.59,Margareten,1597,1587,3184,20.1,29.1,12.4,94,4.7,NA
2023.08.26,00:00:00,23.59,Margareten,1115,1074,2189,14.9,26.1,21.4,93,3.2,NA
2023.08.27,00:00:00,23.59,Margareten,353,344,697,14.2,17.3,31.2,95,0,NA
2023.08.28,00:00:00,23.59,Margareten,662,651,1313,11.4,15.8,41.6,96,0,NA
2023.08.29,00:00:00,23.59,Margareten,786,768,1554,10,13.7,30.5,93,0,NA
2023.08.30,00:00:00,23.59,Margareten,1572,1525,3097,11.7,19,0.9,94,3.7,NA
2023.08.31,00:00:00,23.59,Margareten,1728,1753,3481,12.3,18.8,2.6,93,1.9,NA
2023.08.01,00:00:00,23.59,Erhardt,2109,2022,4131,15.5,20.6,1.6,89,2.5,NA
2023.08.02,00:00:00,23.59,Erhardt,3220,2972,6192,12.9,26.7,6.7,81,5.8,NA
2023.08.03,00:00:00,23.59,Erhardt,4011,3551,7562,15.5,24.9,2.5,65,10,NA
2023.08.04,00:00:00,23.59,Erhardt,2426,2347,4773,14.2,21.2,0.4,98,1.5,NA
2023.08.05,00:00:00,23.59,Erhardt,1023,1054,2077,14.2,18.7,11.5,99,0,NA
2023.08.06,00:00:00,23.59,Erhardt,987,1028,2015,12,16.6,14,99,1.7,NA
2023.08.07,00:00:00,23.59,Erhardt,1967,1922,3889,10,18.7,0,98,2,NA
2023.08.08,00:00:00,23.59,Erhardt,3582,3322,6904,11.1,22.1,0.7,85,10,NA
2023.08.09,00:00:00,23.59,Erhardt,1799,1760,3559,14.2,20.7,5.9,99,0.9,NA
2023.08.10,00:00:00,23.59,Erhardt,3955,3712,7667,13,23.5,0,40,13.4,NA
2023.08.11,00:00:00,23.59,Erhardt,4046,3507,7553,12,28.9,0,18,13.7,NA
2023.08.12,00:00:00,23.59,Erhardt,3091,2792,5883,14.7,30.8,0,69,9.1,NA
2023.08.13,00:00:00,23.59,Erhardt,2979,2839,5818,18.1,30.5,5.7,88,10.4,NA
2023.08.14,00:00:00,23.59,Erhardt,3256,2955,6211,17.4,31.7,0,63,11.3,NA
2023.08.15,00:00:00,23.59,Erhardt,2492,2308,4800,18.8,31.4,2.6,60,8.2,NA
2023.08.16,00:00:00,23.59,Erhardt,3921,3694,7615,16.6,30,0,13,13.2,NA
2023.08.17,00:00:00,23.59,Erhardt,3380,3158,6538,17.3,30.7,3.8,49,10,NA
2023.08.18,00:00:00,23.59,Erhardt,3566,3315,6881,15.9,30.2,0,49,12.7,NA
2023.08.19,00:00:00,23.59,Erhardt,3533,3171,6704,15.7,32.9,0,14,13.1,NA
2023.08.20,00:00:00,23.59,Erhardt,3662,3220,6882,18.2,33.4,0,19,12.7,NA
2023.08.21,00:00:00,23.59,Erhardt,3785,3462,7247,18,33.6,0,8,13.2,NA
2023.08.22,00:00:00,23.59,Erhardt,4322,3952,8274,19.9,33.8,0,15,12.7,NA
2023.08.23,00:00:00,23.59,Erhardt,4127,3715,7842,21.1,31.5,0,53,10.2,NA
2023.08.24,00:00:00,23.59,Erhardt,4078,3686,7764,18.8,34.5,2.7,51,11,NA
2023.08.25,00:00:00,23.59,Erhardt,2267,2197,4464,20.1,29.1,12.4,94,4.7,NA
2023.08.26,00:00:00,23.59,Erhardt,1616,1502,3118,14.9,26.1,21.4,93,3.2,NA
2023.08.27,00:00:00,23.59,Erhardt,398,429,827,14.2,17.3,31.2,95,0,NA
2023.08.28,00:00:00,23.59,Erhardt,724,680,1404,11.4,15.8,41.6,96,0,NA
2023.08.29,00:00:00,23.59,Erhardt,885,826,1711,10,13.7,30.5,93,0,NA
2023.08.30,00:00:00,23.59,Erhardt,2180,2033,4213,11.7,19,0.9,94,3.7,NA
2023.08.31,00:00:00,23.59,Erhardt,2463,2389,4852,12.3,18.8,2.6,93,1.9,NA
2023.09.01,00:00:00,23.59,Arnulf,1441,85,1526,13.1,25,0,86,7.2,NA
2023.09.02,00:00:00,23.59,Arnulf,1277,58,1335,12.8,26.7,0,35,12.8,NA
2023.09.03,00:00:00,23.59,Arnulf,1154,74,1228,14.2,24.4,0,80,7.6,NA
2023.09.04,00:00:00,23.59,Arnulf,1915,117,2032,13.6,25.2,0,29,12.9,NA
2023.09.05,00:00:00,23.59,Arnulf,2101,111,2212,12.1,24.8,0,6,12.9,NA
2023.09.06,00:00:00,23.59,Arnulf,2193,126,2319,10.8,26.3,0,0,12.8,NA
2023.09.07,00:00:00,23.59,Arnulf,2440,112,2552,12.1,26.2,0,0,12.7,NA
2023.09.08,00:00:00,23.59,Arnulf,1898,95,1993,12.2,28,0,0,12.5,NA
2023.09.09,00:00:00,23.59,Arnulf,1429,73,1502,14.5,29.5,0,0,12.2,NA
2023.09.10,00:00:00,23.59,Arnulf,1407,60,1467,16.1,29.2,0,5,12.2,NA
2023.09.11,00:00:00,23.59,Arnulf,2095,115,2210,16.3,30.7,0,23,11.8,NA
2023.09.12,00:00:00,23.59,Arnulf,2151,117,2268,15.1,30.3,0.1,84,10.8,NA
2023.09.13,00:00:00,23.59,Arnulf,1055,79,1134,16.1,22.8,19.9,98,0.7,NA
2023.09.14,00:00:00,23.59,Arnulf,1820,129,1949,15.7,22.3,0,78,4.8,NA
2023.09.15,00:00:00,23.59,Arnulf,1932,123,2055,13.5,23.6,0,29,8.3,NA
2023.09.16,00:00:00,23.59,Arnulf,1421,91,1512,12.5,26.3,0,9,12,NA
2023.09.17,00:00:00,23.59,Arnulf,1332,73,1405,13.7,28.3,0,63,9.7,NA
2023.09.18,00:00:00,23.59,Arnulf,1634,109,1743,14.7,23,1.1,89,2.8,NA
2023.09.19,00:00:00,23.59,Arnulf,2013,120,2133,15.1,22.9,0,83,8.2,NA
2023.09.20,00:00:00,23.59,Arnulf,2178,148,2326,12.1,25,0,30,12,NA
2023.09.21,00:00:00,23.59,Arnulf,2230,142,2372,13.2,28.5,1.7,65,10,NA
2023.09.22,00:00:00,23.59,Arnulf,749,93,842,11.2,18.2,12.8,96,0,NA
2023.09.23,00:00:00,23.59,Arnulf,954,80,1034,11.2,15.2,0,98,1,NA
2023.09.24,00:00:00,23.59,Arnulf,1113,105,1218,7.8,18.1,0,24,9.7,NA
2023.09.25,00:00:00,23.59,Arnulf,1663,91,1754,7,20.1,0,6,11.7,NA
2023.09.26,00:00:00,23.59,Arnulf,1917,107,2024,8.6,22.1,0,69,11.4,NA
2023.09.27,00:00:00,23.59,Arnulf,2082,113,2195,10.1,23.7,0,30,11.1,NA
2023.09.28,00:00:00,23.59,Arnulf,2019,120,2139,12,25.9,0,43,11.1,NA
2023.09.29,00:00:00,23.59,Arnulf,1803,146,1949,10.2,27,0,51,10.8,NA
2023.09.30,00:00:00,23.59,Arnulf,1176,101,1277,10.8,20.3,0,76,3.7,NA
2023.09.01,00:00:00,23.59,Olympia,1048,1028,2076,13.1,25,0,86,7.2,NA
